400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,399,399,400,400,399,399,400,400,400,400,400,400,400,400,399,399,400,399,399,399,398,397,397,397,397,397
402,402,402,400,402,401,401,401,402,402,401,401,402,401,402,401,401,402,402,401,401,401,400,399,398,399,399,399,398,396,395,396,396,397,396,395,392,392,392,392,392
396,396,396,394,396,395,396,395,396,396,395,396,396,396,395,396,396,396,397,396,396,396,396,396,395,395,395,395,394,393,393,394,394,394,394,394,393,393,393,393,393
404,404,404,403,404,404,404,404,403,405,403,404,404,404,403,404,403,403,404,404,403,402,403,404,405,404,404,405,405,404,404,404,404,405,405,405,405,405,405,405,405
394,394,394,393,393,394,393,392,393,393,393,392,392,393,392,392,392,392,393,393,392,392,393,394,394,393,393,393,394,394,393,393,394,395,394,394,393,393,393,393,393
397,397,397,395,396,396,395,395,394,395,394,393,394,394,393,394,394,394,394,394,394,394,393,392,391,391,391,391,390,389,387,387,388,390,388,389,388,388,388,388,388
382,382,382,381,382,383,382,382,382,382,381,382,381,382,381,381,381,381,382,381,381,382,381,380,380,381,379,380,381,380,378,375,376,376,376,376,376,376,376,376,376
396,396,396,395,395,395,395,394,395,394,395,393,395,394,393,394,394,393,394,392,393,394,392,391,390,392,390,390,389,389,388,388,389,388,386,386,386,386,386,386,386
393,393,393,391,392,392,392,392,391,392,392,392,392,392,392,392,393,392,393,392,392,393,392,391,391,392,392,392,392,391,390,391,392,393,392,392,393,393,393,393,393
403,403,403,402,404,402,403,403,403,403,403,403,403,403,403,403,402,403,403,403,403,404,403,402,402,402,403,401,400,400,402,404,401,399,401,401,401,401,401,401,401
384,384,384,383,383,384,383,384,383,384,384,383,383,384,383,383,383,382,384,383,383,382,383,383,381,382,381,381,381,380,379,378,378,376,377,377,378,378,378,378,378
400,400,400,398,400,399,399,398,399,399,398,398,398,399,398,398,399,399,399,399,399,399,400,399,398,398,397,398,399,398,397,397,397,397,397,396,395,395,395,395,395
393,393,393,392,393,392,392,393,393,393,392,393,393,393,393,393,393,393,394,394,394,394,394,393,392,394,393,393,394,395,394,393,392,392,392,394,396,396,396,396,396
395,395,395,394,396,394,396,395,394,395,395,394,394,395,394,394,394,394,394,395,395,394,395,394,392,392,392,391,390,390,391,391,388,386,388,389,388,388,388,388,388
374,374,374,373,375,373,374,374,375,374,374,374,374,374,374,374,375,374,376,375,375,375,374,371,368,371,370,371,373,373,371,370,371,372,373,376,382,382,382,382,382
389,389,389,387,389,388,388,388,388,389,388,388,388,388,389,388,387,388,389,388,387,386,387,387,385,385,384,383,381,380,381,383,382,381,381,380,379,379,379,379,379
400,400,400,400,400,399,399,399,398,399,398,398,398,398,398,397,397,397,397,396,395,395,395,395,396,396,396,397,397,396,396,397,398,399,398,397,396,396,396,396,396
403,403,403,401,402,402,401,401,401,402,400,401,401,400,400,400,401,399,401,400,400,399,400,400,398,397,397,397,396,396,396,397,395,393,395,396,398,398,398,398,398
394,394,394,395,394,393,392,392,392,391,391,390,391,391,391,390,391,391,391,391,390,390,390,389,388,389,389,389,390,390,389,388,390,391,389,388,388,388,388,388,388
401,401,401,399,400,399,400,399,398,399,399,398,398,398,398,398,398,398,398,399,398,397,398,399,398,397,397,397,397,396,395,395,396,395,395,395,394,394,394,394,394
385,385,385,384,385,383,385,384,385,384,385,384,384,385,384,384,384,384,385,385,384,384,384,384,385,383,384,384,384,384,384,384,384,384,384,384,383,383,383,383,383
399,399,399,398,399,398,398,398,398,398,397,398,397,398,398,398,397,398,398,398,397,396,397,398,397,396,396,396,395,394,393,393,394,396,394,394,394,394,394,394,394
385,385,385,383,385,384,384,384,385,384,385,384,385,384,385,384,385,385,385,384,385,386,384,382,382,384,384,385,385,384,383,383,383,384,383,383,383,383,383,383,383
399,399,399,398,398,399,398,397,398,399,398,397,398,399,398,398,398,398,399,398,398,397,397,397,397,396,396,396,395,393,392,392,394,396,394,393,392,392,392,392,392
408,408,408,408,408,408,408,408,407,408,407,408,407,407,408,407,407,407,408,408,408,407,408,408,407,406,406,406,406,406,406,404,403,402,404,404,404,404,404,404,404
402,402,402,401,402,401,402,402,401,402,401,401,401,401,401,400,400,400,401,401,400,399,401,401,399,398,397,397,397,397,397,396,396,395,395,396,397,397,397,397,397
406,406,406,405,405,405,404,405,405,405,405,404,405,406,405,405,406,405,406,406,405,404,406,406,404,404,404,404,404,403,403,404,403,402,403,402,402,402,402,402,402
396,396,396,395,396,394,396,395,395,395,395,395,395,394,394,394,393,394,394,394,393,393,394,394,393,391,391,391,390,390,390,391,390,388,388,389,391,391,391,391,391
405,405,405,404,405,404,405,404,405,404,405,405,405,404,405,404,404,404,405,404,403,403,403,404,404,403,404,402,401,401,402,403,401,400,401,400,399,399,399,399,399
400,400,400,400,400,400,399,400,399,399,399,398,400,398,399,398,398,398,399,398,397,397,398,399,399,398,397,398,398,398,397,396,398,399,397,398,397,397,397,397,397
401,401,401,399,401,400,400,401,400,401,400,400,401,401,400,401,401,400,401,401,400,399,400,401,400,399,400,400,399,398,398,399,398,397,399,398,396,396,396,396,396
396,396,396,395,396,396,395,395,395,395,395,394,395,395,395,394,395,394,395,394,394,394,393,392,392,393,392,391,390,389,389,391,390,390,390,390,390,390,390,390,390
31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
