0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.31
0.23
0.15
0.31
0.31
0.31
0.31
0.43
0.31
0.31
0.31
0.72
0.31
0.31
0.31
0.31
0.31
0.31
0.16
0.31
0.31
