-10.2810,7.75218
 0.3688,-8.07706
 -6.3886,7.81859
 -0.0179,-2.68009
 2.2794,7.85534
 -0.3330,2.50746
 3.2616,-8.02143
 -0.6133,7.80582
 4.5958,8.11081
 1.7207,-8.64888
 6.9647,-7.83111
 1.3688,-3.305
 10.2637,7.69057
 0.9642,1.99133
 15.0167,-7.62679
 0.7028,7.15979
 -24.9853,-8.13516
 -2.2615,-8.02182
 -14.6380,-8.03125
 -2.6849,-2.74309
 -7.9276,-7.75188
 -2.9821,2.62626
 -5.4070,-8.2763
 -3.2795,7.77489
 -3.6135,-8.13164
 -0.9463,-8.25351
 -4.0356,-2.90289
 -1.3509,-3.04958
 -4.3152,2.34913
 -1.6670,2.17607
 -4.6136,7.58949
 -1.9463,7.5322
